Year,Host,Match,Datetime,Stage,City,Home_Team,Home Team Goals,Away Team Goals,Total Goals,Away _Team,Attendance,Home Team Initials,Away Team Initials
2006,Germany,45,23 Jun 2006 - 16:00 ,Group H,Berlin ,Ukraine,1,0,1,Tunisia,72000,UKR,TUN
2006,Germany,46,23 Jun 2006 - 16:00 ,Group H,Kaiserslautern ,Saudi Arabia,0,1,1,Spain,46000,KSA,ESP
2006,Germany,47,23 Jun 2006 - 21:00 ,Group G,Cologne ,Togo,0,2,2,France,45000,TOG,FRA
2006,Germany,48,23 Jun 2006 - 21:00 ,Group G,Hanover ,Switzerland,2,0,2,Korea Republic,43000,SUI,KOR
2006,Germany,49,24 Jun 2006 - 17:00 ,Round of 16,Munich ,Germany,2,0,2,Sweden,66000,GER,SWE
2006,Germany,50,24 Jun 2006 - 21:00 ,Round of 16,Leipzig ,Argentina,2,1,3,Mexico,43000,ARG,MEX
2006,Germany,51,25 Jun 2006 - 17:00 ,Round of 16,Stuttgart ,England,1,0,1,Ecuador,52000,ENG,ECU
2006,Germany,52,25 Jun 2006 - 21:00 ,Round of 16,Nuremberg ,Portugal,1,0,1,Netherlands,41000,POR,NED
2006,Germany,53,26 Jun 2006 - 17:00 ,Round of 16,Kaiserslautern ,Italy,1,0,1,Australia,46000,ITA,AUS
2006,Germany,54,26 Jun 2006 - 21:00 ,Round of 16,Cologne ,Switzerland,0,0,0,Ukraine,45000,SUI,UKR
2006,Germany,55,27 Jun 2006 - 17:00 ,Round of 16,Dortmund ,Brazil,3,0,3,Ghana,65000,BRA,GHA
2006,Germany,56,27 Jun 2006 - 21:00 ,Round of 16,Hanover ,Spain,1,3,4,France,43000,ESP,FRA
2006,Germany,57,30 Jun 2006 - 17:00 ,Quarter-finals,Berlin ,Germany,1,1,2,Argentina,72000,GER,ARG
2006,Germany,58,30 Jun 2006 - 21:00 ,Quarter-finals,Hamburg ,Italy,3,0,3,Ukraine,50000,ITA,UKR
2006,Germany,59,01 Jul 2006 - 17:00 ,Quarter-finals,Gelsenkirchen ,England,0,0,0,Portugal,52000,ENG,POR
2006,Germany,60,01 Jul 2006 - 21:00 ,Quarter-finals,Frankfurt/Main ,Brazil,0,1,1,France,48000,BRA,FRA
2006,Germany,61,04 Jul 2006 - 21:00 ,Semi-finals,Dortmund ,Germany,0,2,2,Italy,65000,GER,ITA
2006,Germany,62,05 Jul 2006 - 21:00 ,Semi-finals,Munich ,Portugal,0,1,1,France,66000,POR,FRA
2006,Germany,63,08 Jul 2006 - 21:00 ,Third place,Stuttgart ,Germany,3,1,4,Portugal,52000,GER,POR
2006,Germany,64,09 Jul 2006 - 20:00 ,Final,Berlin ,Italy,1,1,2,France,69000,ITA,FRA
2010,Germany,65,11 Jun 2010 - 16:00 ,Group A,Johannesburg ,South Africa,1,1,2,Mexico,84490,RSA,MEX
2010,South Africa,1,11 Jun 2010 - 20:30 ,Group A,Cape Town ,Uruguay,0,0,0,France,64100,URU,FRA
2010,South Africa,2,12 Jun 2010 - 13:30 ,Group B,Nelson Mandela Bay/Port Elizabeth ,Korea Republic,2,0,2,Greece,31513,KOR,GRE
2010,South Africa,3,12 Jun 2010 - 16:00 ,Group B,Johannesburg ,Argentina,1,0,1,Nigeria,55686,ARG,NGA
2010,South Africa,4,12 Jun 2010 - 20:30 ,Group C,Phokeng ,England,1,1,2,USA,38646,ENG,USA
2010,South Africa,5,13 Jun 2010 - 13:30 ,Group C,Polokwane ,Algeria,0,1,1,Slovenia,30325,ALG,SVN
2010,South Africa,6,13 Jun 2010 - 16:00 ,Group D,Tshwane/Pretoria ,Serbia,0,1,1,Ghana,38833,SRB,GHA
2010,South Africa,7,13 Jun 2010 - 20:30 ,Group D,Durban ,Germany,4,0,4,Australia,62660,GER,AUS
2010,South Africa,8,14 Jun 2010 - 13:30 ,Group E,Johannesburg ,Netherlands,2,0,2,Denmark,83465,NED,DEN
2010,South Africa,9,14 Jun 2010 - 16:00 ,Group E,Mangaung/Bloemfontein ,Japan,1,0,1,Cameroon,30620,JPN,CMR
2010,South Africa,10,14 Jun 2010 - 20:30 ,Group F,Cape Town ,Italy,1,1,2,Paraguay,62869,ITA,PAR
2010,South Africa,11,15 Jun 2010 - 13:30 ,Group F,Phokeng ,New Zealand,1,1,2,Slovakia,23871,NZL,SVK
2010,South Africa,12,15 Jun 2010 - 16:00 ,Group G,Nelson Mandela Bay/Port Elizabeth ,C�te d'Ivoire,0,0,0,Portugal,37034,CIV,POR
2010,South Africa,13,15 Jun 2010 - 20:30 ,Group G,Johannesburg ,Brazil,2,1,3,Korea DPR,54331,BRA,PRK
2010,South Africa,14,16 Jun 2010 - 13:30 ,Group H,Nelspruit ,Honduras,0,1,1,Chile,32664,HON,CHI
2010,South Africa,15,16 Jun 2010 - 16:00 ,Group H,Durban ,Spain,0,1,1,Switzerland,62453,ESP,SUI
2010,South Africa,16,16 Jun 2010 - 20:30 ,Group A,Tshwane/Pretoria ,South Africa,0,3,3,Uruguay,42658,RSA,URU
2010,South Africa,17,17 Jun 2010 - 13:30 ,Group B,Johannesburg ,Argentina,4,1,5,Korea Republic,82174,ARG,KOR
2010,South Africa,18,17 Jun 2010 - 16:00 ,Group B,Mangaung/Bloemfontein ,Greece,2,1,3,Nigeria,31593,GRE,NGA
2010,South Africa,19,17 Jun 2010 - 20:30 ,Group A,Polokwane ,France,0,2,2,Mexico,35370,FRA,MEX
2010,South Africa,20,18 Jun 2010 - 13:30 ,Group D,Nelson Mandela Bay/Port Elizabeth ,Germany,0,1,1,Serbia,38294,GER,SRB
2010,South Africa,21,18 Jun 2010 - 16:00 ,Group C,Johannesburg ,Slovenia,2,2,4,USA,45573,SVN,USA
2010,South Africa,22,18 Jun 2010 - 20:30 ,Group C,Cape Town ,England,0,0,0,Algeria,64100,ENG,ALG
2010,South Africa,23,19 Jun 2010 - 13:30 ,Group E,Durban ,Netherlands,1,0,1,Japan,62010,NED,JPN
2010,South Africa,24,19 Jun 2010 - 16:00 ,Group D,Phokeng ,Ghana,1,1,2,Australia,34812,GHA,AUS
2010,South Africa,25,19 Jun 2010 - 20:30 ,Group E,Tshwane/Pretoria ,Cameroon,1,2,3,Denmark,38074,CMR,DEN
2010,South Africa,26,20 Jun 2010 - 13:30 ,Group F,Mangaung/Bloemfontein ,Slovakia,0,2,2,Paraguay,26643,SVK,PAR
2010,South Africa,27,20 Jun 2010 - 16:00 ,Group F,Nelspruit ,Italy,1,1,2,New Zealand,38229,ITA,NZL
2010,South Africa,28,20 Jun 2010 - 20:30 ,Group G,Johannesburg ,Brazil,3,1,4,C�te d'Ivoire,84455,BRA,CIV
2010,South Africa,29,21 Jun 2010 - 13:30 ,Group G,Cape Town ,Portugal,7,0,7,Korea DPR,63644,POR,PRK
2010,South Africa,30,21 Jun 2010 - 16:00 ,Group H,Nelson Mandela Bay/Port Elizabeth ,Chile,1,0,1,Switzerland,34872,CHI,SUI
2010,South Africa,31,21 Jun 2010 - 20:30 ,Group H,Johannesburg ,Spain,2,0,2,Honduras,54386,ESP,HON
2010,South Africa,32,22 Jun 2010 - 16:00 ,Group A,Phokeng ,Mexico,0,1,1,Uruguay,33425,MEX,URU
2010,South Africa,33,22 Jun 2010 - 16:00 ,Group A,Mangaung/Bloemfontein ,France,1,2,3,South Africa,39415,FRA,RSA
2010,South Africa,34,22 Jun 2010 - 20:30 ,Group B,Durban ,Nigeria,2,2,4,Korea Republic,61874,NGA,KOR
2010,South Africa,35,22 Jun 2010 - 20:30 ,Group B,Polokwane ,Greece,0,2,2,Argentina,38891,GRE,ARG
2010,South Africa,36,23 Jun 2010 - 16:00 ,Group C,Nelson Mandela Bay/Port Elizabeth ,Slovenia,0,1,1,England,36893,SVN,ENG
2010,South Africa,37,23 Jun 2010 - 16:00 ,Group C,Tshwane/Pretoria ,USA,1,0,1,Algeria,35827,USA,ALG
2010,South Africa,38,23 Jun 2010 - 20:30 ,Group D,Johannesburg ,Ghana,0,1,1,Germany,83391,GHA,GER
2010,South Africa,39,23 Jun 2010 - 20:30 ,Group D,Nelspruit ,Australia,2,1,3,Serbia,37836,AUS,SRB
2010,South Africa,40,24 Jun 2010 - 16:00 ,Group F,Johannesburg ,Slovakia,3,2,5,Italy,53412,SVK,ITA
2010,South Africa,41,24 Jun 2010 - 16:00 ,Group F,Polokwane ,Paraguay,0,0,0,New Zealand,34850,PAR,NZL
2010,South Africa,42,24 Jun 2010 - 20:30 ,Group E,Phokeng ,Denmark,1,3,4,Japan,27967,DEN,JPN
2010,South Africa,43,24 Jun 2010 - 20:30 ,Group E,Cape Town ,Cameroon,1,2,3,Netherlands,63093,CMR,NED
2010,South Africa,44,25 Jun 2010 - 16:00 ,Group G,Durban ,Portugal,0,0,0,Brazil,62712,POR,BRA
2010,South Africa,45,25 Jun 2010 - 16:00 ,Group G,Nelspruit ,Korea DPR,0,3,3,C�te d'Ivoire,34763,PRK,CIV
2010,South Africa,46,25 Jun 2010 - 20:30 ,Group H,Tshwane/Pretoria ,Chile,1,2,3,Spain,41958,CHI,ESP
2010,South Africa,47,25 Jun 2010 - 20:30 ,Group H,Mangaung/Bloemfontein ,Switzerland,0,0,0,Honduras,28042,SUI,HON
2010,South Africa,48,26 Jun 2010 - 16:00 ,Round of 16,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,1,3,Korea Republic,30597,URU,KOR
2010,South Africa,49,26 Jun 2010 - 20:30 ,Round of 16,Phokeng ,USA,1,2,3,Ghana,34976,USA,GHA
2010,South Africa,50,27 Jun 2010 - 16:00 ,Round of 16,Mangaung/Bloemfontein ,Germany,4,1,5,England,40510,GER,ENG
2010,South Africa,51,27 Jun 2010 - 20:30 ,Round of 16,Johannesburg ,Argentina,3,1,4,Mexico,84377,ARG,MEX
2010,South Africa,52,28 Jun 2010 - 16:00 ,Round of 16,Durban ,Netherlands,2,1,3,Slovakia,61962,NED,SVK
2010,South Africa,53,28 Jun 2010 - 20:30 ,Round of 16,Johannesburg ,Brazil,3,0,3,Chile,54096,BRA,CHI
2010,South Africa,54,29 Jun 2010 - 16:00 ,Round of 16,Tshwane/Pretoria ,Paraguay,0,0,0,Japan,36742,PAR,JPN
2010,South Africa,55,29 Jun 2010 - 20:30 ,Round of 16,Cape Town ,Spain,1,0,1,Portugal,62955,ESP,POR
2010,South Africa,56,02 Jul 2010 - 16:00 ,Quarter-finals,Nelson Mandela Bay/Port Elizabeth ,Netherlands,2,1,3,Brazil,40186,NED,BRA
2010,South Africa,57,02 Jul 2010 - 20:30 ,Quarter-finals,Johannesburg ,Uruguay,1,1,2,Ghana,84017,URU,GHA
2010,South Africa,58,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town ,Argentina,0,4,4,Germany,64100,ARG,GER
2010,South Africa,59,03 Jul 2010 - 20:30 ,Quarter-finals,Johannesburg ,Paraguay,0,1,1,Spain,55359,PAR,ESP
2010,South Africa,60,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town ,Uruguay,2,3,5,Netherlands,62479,URU,NED
2010,South Africa,61,07 Jul 2010 - 20:30 ,Semi-finals,Durban ,Germany,0,1,1,Spain,60960,GER,ESP
2010,South Africa,62,10 Jul 2010 - 20:30 ,Match for third place,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,3,5,Germany,36254,URU,GER
2010,South Africa,63,11 Jul 2010 - 20:30 ,Final,Johannesburg ,Netherlands,0,1,1,Spain,84490,NED,ESP
2014,Brazil,1,12 Jun 2014 - 17:00 ,Group A,Sao Paulo ,Brazil,3,1,4,Croatia,62103,BRA,CRO
2014,Brazil,2,13 Jun 2014 - 13:00 ,Group A,Natal ,Mexico,1,0,1,Cameroon,39216,MEX,CMR
2014,Brazil,3,13 Jun 2014 - 16:00 ,Group B,Salvador ,Spain,1,5,6,Netherlands,48173,ESP,NED
2014,Brazil,4,13 Jun 2014 - 18:00 ,Group B,Cuiaba ,Chile,3,1,4,Australia,40275,CHI,AUS
2014,Brazil,5,14 Jun 2014 - 13:00 ,Group C,Belo Horizonte ,Colombia,3,0,3,Greece,57174,COL,GRE
2014,Brazil,6,14 Jun 2014 - 16:00 ,Group D,Fortaleza ,Uruguay,1,3,4,Costa Rica,58679,URU,CRC
2014,Brazil,7,14 Jun 2014 - 18:00 ,Group D,Manaus ,England,1,2,3,Italy,39800,ENG,ITA
2014,Brazil,8,14 Jun 2014 - 22:00 ,Group C,Recife ,C�te d'Ivoire,2,1,3,Japan,40267,CIV,JPN
2014,Brazil,9,15 Jun 2014 - 13:00 ,Group E,Brasilia ,Switzerland,2,1,3,Ecuador,68351,SUI,ECU
2014,Brazil,10,15 Jun 2014 - 16:00 ,Group E,Porto Alegre ,France,3,0,3,Honduras,43012,FRA,HON
2014,Brazil,11,15 Jun 2014 - 19:00 ,Group F,Rio De Janeiro ,Argentina,2,1,3,"rn"">Bosnia and Herzegovina",74738,ARG,BIH
2014,Brazil,12,16 Jun 2014 - 13:00 ,Group G,Salvador ,Germany,4,0,4,Portugal,51081,GER,POR
2014,Brazil,13,16 Jun 2014 - 16:00 ,Group F,Curitiba ,IR Iran,0,0,0,Nigeria,39081,IRN,NGA
2014,Brazil,14,16 Jun 2014 - 19:00 ,Group G,Natal ,Ghana,1,2,3,USA,39760,GHA,USA
2014,Brazil,15,17 Jun 2014 - 13:00 ,Group H,Belo Horizonte ,Belgium,2,1,3,Algeria,56800,BEL,ALG
2014,Brazil,16,17 Jun 2014 - 16:00 ,Group A,Fortaleza ,Brazil,0,0,0,Mexico,60342,BRA,MEX
2014,Brazil,17,17 Jun 2014 - 18:00 ,Group H,Cuiaba ,Russia,1,1,2,Korea Republic,37603,RUS,KOR
2014,Brazil,18,18 Jun 2014 - 13:00 ,Group B,Porto Alegre ,Australia,2,3,5,Netherlands,42877,AUS,NED
2014,Brazil,19,18 Jun 2014 - 16:00 ,Group B,Rio De Janeiro ,Spain,0,2,2,Chile,74101,ESP,CHI
2014,Brazil,20,18 Jun 2014 - 18:00 ,Group A,Manaus ,Cameroon,0,4,4,Croatia,39982,CMR,CRO
2014,Brazil,21,19 Jun 2014 - 13:00 ,Group C,Brasilia ,Colombia,2,1,3,C�te d'Ivoire,68748,COL,CIV
2014,Brazil,22,19 Jun 2014 - 16:00 ,Group D,Sao Paulo ,Uruguay,2,1,3,England,62575,URU,ENG
2014,Brazil,23,19 Jun 2014 - 19:00 ,Group C,Natal ,Japan,0,0,0,Greece,39485,JPN,GRE
2014,Brazil,24,20 Jun 2014 - 13:00 ,Group D,Recife ,Italy,0,1,1,Costa Rica,40285,ITA,CRC
2014,Brazil,25,20 Jun 2014 - 16:00 ,Group E,Salvador ,Switzerland,2,5,7,France,51003,SUI,FRA
2014,Brazil,26,20 Jun 2014 - 19:00 ,Group E,Curitiba ,Honduras,1,2,3,Ecuador,39224,HON,ECU
2014,Brazil,27,21 Jun 2014 - 13:00 ,Group F,Belo Horizonte ,Argentina,1,0,1,IR Iran,57698,ARG,IRN
2014,Brazil,28,21 Jun 2014 - 16:00 ,Group G,Fortaleza ,Germany,2,2,4,Ghana,59621,GER,GHA
2014,Brazil,29,21 Jun 2014 - 18:00 ,Group F,Cuiaba ,Nigeria,1,0,1,"rn"">Bosnia and Herzegovina",40499,NGA,BIH
2014,Brazil,30,22 Jun 2014 - 13:00 ,Group H,Rio De Janeiro ,Belgium,1,0,1,Russia,73819,BEL,RUS
2014,Brazil,31,22 Jun 2014 - 16:00 ,Group H,Porto Alegre ,Korea Republic,2,4,6,Algeria,42732,KOR,ALG
2014,Brazil,32,22 Jun 2014 - 18:00 ,Group G,Manaus ,USA,2,2,4,Portugal,40123,USA,POR
2014,Brazil,33,23 Jun 2014 - 13:00 ,Group B,Curitiba ,Australia,0,3,3,Spain,39375,AUS,ESP
2014,Brazil,34,23 Jun 2014 - 13:00 ,Group B,Sao Paulo ,Netherlands,2,0,2,Chile,62996,NED,CHI
2014,Brazil,35,23 Jun 2014 - 17:00 ,Group A,Brasilia ,Cameroon,1,4,5,Brazil,69112,CMR,BRA
2014,Brazil,36,23 Jun 2014 - 17:00 ,Group A,Recife ,Croatia,1,3,4,Mexico,41212,CRO,MEX
2014,Brazil,37,24 Jun 2014 - 13:00 ,Group D,Natal ,Italy,0,1,1,Uruguay,39706,ITA,URU
2014,Brazil,38,24 Jun 2014 - 13:00 ,Group D,Belo Horizonte ,Costa Rica,0,0,0,England,57823,CRC,ENG
2014,Brazil,39,24 Jun 2014 - 16:00 ,Group C,Cuiaba ,Japan,1,4,5,Colombia,40340,JPN,COL
2014,Brazil,40,24 Jun 2014 - 17:00 ,Group C,Fortaleza ,Greece,2,1,3,C�te d'Ivoire,59095,GRE,CIV
2014,Brazil,41,25 Jun 2014 - 13:00 ,Group F,Porto Alegre ,Nigeria,2,3,5,Argentina,43285,NGA,ARG
2014,Brazil,42,25 Jun 2014 - 13:00 ,Group F,Salvador ,"rn"">Bosnia and Herzegovina",3,1,4,IR Iran,48011,BIH,IRN
2014,Brazil,43,25 Jun 2014 - 16:00 ,Group E,Manaus ,Honduras,0,3,3,Switzerland,40322,HON,SUI
2014,Brazil,44,25 Jun 2014 - 17:00 ,Group E,Rio De Janeiro ,Ecuador,0,0,0,France,73749,ECU,FRA
2014,Brazil,45,26 Jun 2014 - 13:00 ,Group G,Recife ,USA,0,1,1,Germany,41876,USA,GER
2014,Brazil,46,26 Jun 2014 - 13:00 ,Group G,Brasilia ,Portugal,2,1,3,Ghana,67540,POR,GHA
2014,Brazil,47,26 Jun 2014 - 17:00 ,Group H,Sao Paulo ,Korea Republic,0,1,1,Belgium,61397,KOR,BEL
2014,Brazil,48,26 Jun 2014 - 17:00 ,Group H,Curitiba ,Algeria,1,1,2,Russia,39311,ALG,RUS
2014,Brazil,49,28 Jun 2014 - 13:00 ,Round of 16,Belo Horizonte ,Brazil,1,1,2,Chile,57714,BRA,CHI
2014,Brazil,50,28 Jun 2014 - 17:00 ,Round of 16,Rio De Janeiro ,Colombia,2,0,2,Uruguay,73804,COL,URU
2014,Brazil,51,30 Jun 2014 - 13:00 ,Round of 16,Brasilia ,France,2,0,2,Nigeria,67882,FRA,NGA
2014,Brazil,52,30 Jun 2014 - 17:00 ,Round of 16,Porto Alegre ,Germany,2,1,3,Algeria,,GER,ALG
2014,Brazil,53,04 Jul 2014 - 17:00 ,Quarter-finals,Fortaleza ,Brazil,2,1,3,Colombia,60342,BRA,COL
2014,Brazil,54,04 Jul 2014 - 13:00 ,Quarter-finals,Rio De Janeiro ,France,0,1,1,Germany,74240,FRA,GER
2014,Brazil,55,08 Jul 2014 - 17:00 ,Semi-finals,Belo Horizonte ,Brazil,1,7,8,Germany,58141,BRA,GER
2014,Brazil,56,12 Jul 2014 - 17:00 ,Play-off for third place,Brasilia ,Brazil,0,3,3,Netherlands,68034,BRA,NED
2014,Brazil,57,13 Jul 2014 - 16:00 ,Final,Rio De Janeiro ,Germany,1,0,1,Argentina,74738,GER,ARG
2014,Brazil,58,09 Jul 2014 - 17:00 ,Semi-finals,Sao Paulo ,Netherlands,0,0,0,Argentina,63267,NED,ARG
2014,Brazil,59,05 Jul 2014 - 17:00 ,Quarter-finals,Salvador ,Netherlands,0,0,0,Costa Rica,51179,NED,CRC
2014,Brazil,60,05 Jul 2014 - 13:00 ,Quarter-finals,Brasilia ,Argentina,1,0,1,Belgium,68551,ARG,BEL
2014,Brazil,61,29 Jun 2014 - 13:00 ,Round of 16,Fortaleza ,Netherlands,2,1,3,Mexico,58817,NED,MEX
2014,Brazil,62,29 Jun 2014 - 17:00 ,Round of 16,Recife ,Costa Rica,1,1,2,Greece,41242,CRC,GRE
2014,Brazil,63,01 Jul 2014 - 13:00 ,Round of 16,Sao Paulo ,Argentina,1,0,1,Switzerland,63255,ARG,SUI
2014,Brazil,64,01 Jul 2014 - 17:00 ,Round of 16,Salvador ,Belgium,2,1,3,USA,51227,BEL,USA
2014,Brazil,65,28 Jun 2014 - 13:00 ,Round of 16,Belo Horizonte ,Brazil,1,1,2,Chile,57714,BRA,CHI
2014,Brazil,66,28 Jun 2014 - 17:00 ,Round of 16,Rio De Janeiro ,Colombia,2,0,2,Uruguay,73804,COL,URU
2014,Brazil,67,29 Jun 2014 - 13:00 ,Round of 16,Fortaleza ,Netherlands,2,1,3,Mexico,58817,NED,MEX
2014,Brazil,68,29 Jun 2014 - 17:00 ,Round of 16,Recife ,Costa Rica,1,1,2,Greece,41242,CRC,GRE
2014,Brazil,69,30 Jun 2014 - 13:00 ,Round of 16,Brasilia ,France,2,0,2,Nigeria,67882,FRA,NGA
2014,Brazil,70,30 Jun 2014 - 17:00 ,Round of 16,Porto Alegre ,Germany,2,1,3,Algeria,,GER,ALG
2014,Brazil,71,01 Jul 2014 - 13:00 ,Round of 16,Sao Paulo ,Argentina,1,0,1,Switzerland,63255,ARG,SUI
2014,Brazil,72,01 Jul 2014 - 17:00 ,Round of 16,Salvador ,Belgium,2,1,3,USA,51227,BEL,USA
2014,Brazil,73,04 Jul 2014 - 13:00 ,Quarter-finals,Rio De Janeiro ,France,0,1,1,Germany,74240,FRA,GER
2014,Brazil,74,04 Jul 2014 - 17:00 ,Quarter-finals,Fortaleza ,Brazil,2,1,3,Colombia,60342,BRA,COL
2014,Brazil,75,05 Jul 2014 - 13:00 ,Quarter-finals,Brasilia ,Argentina,1,0,1,Belgium,68551,ARG,BEL
2014,Brazil,76,05 Jul 2014 - 17:00 ,Quarter-finals,Salvador ,Netherlands,0,0,0,Costa Rica,51179,NED,CRC
2014,Brazil,77,08 Jul 2014 - 17:00 ,Semi-finals,Belo Horizonte ,Brazil,1,7,8,Germany,58141,BRA,GER
2014,Brazil,78,09 Jul 2014 - 17:00 ,Semi-finals,Sao Paulo ,Netherlands,0,0,0,Argentina,63267,NED,ARG
2014,Brazil,79,12 Jul 2014 - 17:00 ,Play-off for third place,Brasilia ,Brazil,0,3,3,Netherlands,68034,BRA,NED
2014,Brazil,80,13 Jul 2014 - 16:00 ,Final,Rio De Janeiro ,Germany,1,0,1,Argentina,74738,GER,ARG
